timestamp;open;high;low;close;volume;ticker
2021-01-04 14:30:00;61.857;61.918;61.768;61.788;2.59125;VGK.USUSD
2021-01-04 14:35:00;61.787;61.798;61.697;61.758;1.8395;VGK.USUSD
2021-01-04 14:40:00;61.757;61.818;61.727;61.818;1.51175;VGK.USUSD
2021-01-04 14:45:00;61.808;61.847;61.797;61.818;0.9285;VGK.USUSD
2021-01-04 14:50:00;61.817;61.818;61.707;61.747;1.20475;VGK.USUSD
2021-01-04 14:55:00;61.748;61.768;61.717;61.728;1.433;VGK.USUSD
2021-01-04 15:00:00;61.727;61.748;61.668;61.687;0.8915;VGK.USUSD
2021-01-04 15:05:00;61.687;61.708;61.627;61.637;0.89125;VGK.USUSD
2021-01-04 15:10:00;61.627;61.647;61.538;61.538;0.94825;VGK.USUSD
2021-01-04 15:15:00;61.538;61.568;61.487;61.497;1.143;VGK.USUSD
2021-01-04 15:20:00;61.488;61.517;61.398;61.398;1.57525;VGK.USUSD
2021-01-04 15:25:00;61.387;61.418;61.377;61.418;1.03725;VGK.USUSD
2021-01-04 15:30:00;61.407;61.418;61.317;61.378;1.4505;VGK.USUSD
2021-01-04 15:35:00;61.368;61.368;61.257;61.258;1.6425;VGK.USUSD
2021-01-04 15:40:00;61.258;61.368;61.257;61.337;0.667;VGK.USUSD
2021-01-04 15:45:00;61.328;61.328;61.207;61.318;1.79225;VGK.USUSD
2021-01-04 15:50:00;61.308;61.317;61.197;61.217;3.12225;VGK.USUSD
2021-01-04 15:55:00;61.218;61.278;61.177;61.208;2.8035;VGK.USUSD
2021-01-04 16:00:00;61.207;61.268;61.087;61.147;3.012;VGK.USUSD
2021-01-04 16:05:00;61.157;61.188;61.058;61.088;6.25525;VGK.USUSD
2021-01-04 16:10:00;61.078;61.268;61.037;61.257;3.3135;VGK.USUSD
2021-01-04 16:15:00;61.248;61.288;61.217;61.288;2.22275;VGK.USUSD
2021-01-04 16:20:00;61.277;61.367;61.267;61.267;2.177;VGK.USUSD
2021-01-04 16:25:00;61.268;61.318;61.257;61.307;1.853;VGK.USUSD
2021-01-04 16:30:00;61.318;61.318;61.207;61.258;2.16575;VGK.USUSD
2021-01-04 16:35:00;61.267;61.277;61.127;61.138;2.79975;VGK.USUSD
2021-01-04 16:40:00;61.137;61.147;61.087;61.097;2.6725;VGK.USUSD
2021-01-04 16:45:00;61.107;61.118;61.047;61.068;1.98875;VGK.USUSD
2021-01-04 16:50:00;61.067;61.097;60.927;60.927;1.3615;VGK.USUSD
2021-01-04 16:55:00;60.917;60.938;60.837;60.857;4.342;VGK.USUSD
2021-01-04 17:00:00;60.847;60.897;60.788;60.808;4.0725;VGK.USUSD
2021-01-04 17:05:00;60.818;60.857;60.747;60.778;3.50425;VGK.USUSD
2021-01-04 17:10:00;60.778;60.797;60.677;60.718;4.0045;VGK.USUSD
2021-01-04 17:15:00;60.708;60.818;60.657;60.818;3.5685;VGK.USUSD
2021-01-04 17:20:00;60.808;60.938;60.767;60.918;3.36575;VGK.USUSD
2021-01-04 17:25:00;60.917;60.938;60.887;60.937;2.715;VGK.USUSD
2021-01-04 17:30:00;60.928;60.928;60.847;60.918;2.47475;VGK.USUSD
2021-01-04 17:35:00;60.907;60.928;60.797;60.827;2.04825;VGK.USUSD
2021-01-04 17:40:00;60.827;60.827;60.767;60.808;2.64925;VGK.USUSD
2021-01-04 17:45:00;60.797;60.797;60.737;60.758;2.03375;VGK.USUSD
2021-01-04 17:50:00;60.767;60.888;60.737;60.887;1.331;VGK.USUSD
2021-01-04 17:55:00;60.877;60.918;60.877;60.907;1.29275;VGK.USUSD
2021-01-04 18:00:00;60.897;60.927;60.867;60.898;1.3575;VGK.USUSD
2021-01-04 18:05:00;60.907;60.928;60.857;60.897;1.2225;VGK.USUSD
2021-01-04 18:10:00;60.908;60.998;60.897;60.988;0.90225;VGK.USUSD
2021-01-04 18:15:00;60.997;61.048;60.987;61.037;0.94725;VGK.USUSD
2021-01-04 18:20:00;61.048;61.118;61.037;61.117;0.47275;VGK.USUSD
2021-01-04 18:25:00;61.118;61.158;61.097;61.127;0.76625;VGK.USUSD
2021-01-04 18:30:00;61.118;61.128;61.037;61.047;1.38825;VGK.USUSD
2021-01-04 18:35:00;61.037;61.108;61.037;61.098;1.17675;VGK.USUSD
2021-01-04 18:40:00;61.108;61.148;61.058;61.087;0.94475;VGK.USUSD
2021-01-04 18:45:00;61.097;61.108;61.077;61.107;0.8155;VGK.USUSD
2021-01-04 18:50:00;61.107;61.178;61.088;61.167;0.83;VGK.USUSD
2021-01-04 18:55:00;61.158;61.188;61.157;61.177;0.777;VGK.USUSD
2021-01-04 19:00:00;61.178;61.178;61.117;61.148;0.722;VGK.USUSD
2021-01-04 19:05:00;61.147;61.147;61.027;61.028;0.9185;VGK.USUSD
2021-01-04 19:10:00;61.038;61.088;60.997;61.087;1.00175;VGK.USUSD
2021-01-04 19:15:00;61.078;61.108;61.047;61.088;0.9845;VGK.USUSD
2021-01-04 19:20:00;61.077;61.128;61.067;61.118;0.69375;VGK.USUSD
2021-01-04 19:25:00;61.117;61.118;61.058;61.087;0.684;VGK.USUSD
2021-01-04 19:30:00;61.077;61.088;61.027;61.028;0.96775;VGK.USUSD
2021-01-04 19:35:00;61.037;61.068;60.998;61.048;0.84425;VGK.USUSD
2021-01-04 19:40:00;61.038;61.078;61.027;61.037;0.7475;VGK.USUSD
2021-01-04 19:45:00;61.027;61.058;60.967;60.967;0.585;VGK.USUSD
2021-01-04 19:50:00;60.978;60.988;60.937;60.967;0.90825;VGK.USUSD
2021-01-04 19:55:00;60.977;61.118;60.958;61.107;1.22925;VGK.USUSD
