timestamp;open;high;low;close;volume;ticker
2023-03-14 00:00:00;1644.0;1660.6;1551.0;1585.8;20.338426;ETHEUR
2023-03-15 00:00:00;1585.8;1608.6;1528.0;1560.8;14.821767;ETHEUR
2023-03-16 00:00:00;1560.8;1593.3;1542.7;1576.3;9.575185;ETHEUR
2023-03-17 00:00:00;1576.3;1658.2;1566.6;1630.9;8.846162;ETHEUR
2023-03-19 00:00:00;1683.1;1696.6;1663.4;1668.5;3.496197;ETHEUR
2023-03-20 00:00:00;1668.6;1692.4;1609.8;1618.4;36.064103;ETHEUR
2023-03-21 00:00:00;1618.4;1702.9;1606.2;1673.8;28.197079;ETHEUR
2023-03-22 00:00:00;1673.8;1686.1;1575.7;1596.4;24.219237;ETHEUR
2023-03-23 00:00:00;1596.3;1701.9;1588.3;1673.5;10.03179;ETHEUR
2023-03-24 00:00:00;1673.5;1679.2;1602.7;1623.1;12.401974;ETHEUR
2023-03-26 00:00:00;1631.1;1652.4;1629.6;1644.4;0.628842;ETHEUR
2023-03-27 00:00:00;1644.2;1652.0;1562.8;1584.8;16.89093;ETHEUR
2023-03-28 00:00:00;1584.7;1650.9;1571.2;1632.6;7.816749;ETHEUR
2023-03-29 00:00:00;1632.5;1682.5;1631.7;1650.5;7.638244;ETHEUR
2023-03-30 00:00:00;1650.5;1685.1;1615.9;1641.6;27.80002;ETHEUR
2023-03-31 00:00:00;1641.7;1692.7;1632.8;1672.3;8.408688;ETHEUR
2023-04-02 00:00:00;1645.9;1659.3;1638.6;1658.2;0.481679;ETHEUR
2023-04-03 00:00:00;1658.3;1684.9;1618.6;1656.9;11.013552;ETHEUR
2023-04-04 00:00:00;1656.9;1731.5;1650.3;1704.6;10.527938;ETHEUR
2023-04-05 00:00:00;1704.2;1769.1;1697.4;1747.5;27.36519;ETHEUR
2023-04-06 00:00:00;1747.5;1748.3;1698.9;1712.0;8.331365;ETHEUR
2023-04-07 00:00:00;1712.0;1721.7;1686.1;1695.5;4.371431;ETHEUR
2023-04-11 00:00:00;1761.8;1765.0;1724.7;1735.0;4.660919;ETHEUR
2023-04-14 00:00:00;1909.2;1925.7;1859.1;1913.3;8.950647;ETHEUR
2023-04-16 00:00:00;1928.1;1937.0;1918.3;1927.0;1.157214;ETHEUR
2023-04-17 00:00:00;1926.9;1928.4;1877.9;1896.6;10.273075;ETHEUR
2023-04-18 00:00:00;1896.6;1932.6;1877.3;1914.3;11.160038;ETHEUR
2023-04-19 00:00:00;1914.3;1915.1;1754.9;1764.4;18.935782;ETHEUR
2023-04-20 00:00:00;1764.1;1801.3;1745.8;1768.2;19.022986;ETHEUR
2023-04-21 00:00:00;1768.3;1780.7;1659.3;1668.5;16.058907;ETHEUR
2023-04-23 00:00:00;1678.5;1695.7;1677.7;1690.8;0.493368;ETHEUR
2023-04-24 00:00:00;1690.9;1715.7;1635.7;1662.8;9.599862;ETHEUR
2023-04-25 00:00:00;1662.8;1707.1;1634.6;1696.7;9.941706;ETHEUR
2023-04-26 00:00:00;1696.7;1775.0;1616.2;1686.9;19.292938;ETHEUR
2023-04-27 00:00:00;1687.0;1754.5;1682.4;1727.1;19.66666;ETHEUR
2023-04-28 00:00:00;1727.1;1746.0;1696.5;1717.9;48.156443;ETHEUR
2023-04-30 00:00:00;1710.7;1719.1;1693.8;1695.0;0.774976;ETHEUR
2023-05-01 00:00:00;1695.5;1711.2;1644.2;1666.1;28.391026;ETHEUR
2023-05-02 00:00:00;1666.2;1706.9;1657.3;1695.8;28.48441;ETHEUR
2023-05-03 00:00:00;1695.7;1727.2;1665.9;1718.4;12.291864;ETHEUR
2023-05-04 00:00:00;1718.3;1731.9;1692.4;1700.6;6.874658;ETHEUR
2023-05-05 00:00:00;1700.6;1810.8;1699.2;1802.7;23.631503;ETHEUR
2023-05-07 00:00:00;1738.4;1742.6;1695.9;1697.2;1.187508;ETHEUR
2023-05-08 00:00:00;1697.2;1708.4;1643.5;1678.2;17.94841;ETHEUR
2023-05-09 00:00:00;1678.2;1695.3;1662.5;1682.0;7.114234;ETHEUR
2023-05-10 00:00:00;1682.0;1713.1;1630.6;1674.1;26.065186;ETHEUR
2023-05-11 00:00:00;1674.1;1677.7;1621.0;1641.8;62.718065;ETHEUR
2023-05-12 00:00:00;1641.7;1649.6;1589.2;1644.7;25.549518;ETHEUR
2023-05-14 00:00:00;1652.9;1658.0;1649.0;1655.4;0.297504;ETHEUR
2023-05-15 00:00:00;1655.4;1695.2;1643.2;1667.4;17.982769;ETHEUR
2023-05-16 00:00:00;1667.4;1683.1;1649.2;1676.2;22.98602;ETHEUR
2023-05-17 00:00:00;1676.1;1690.2;1645.5;1678.3;15.877101;ETHEUR
2023-05-18 00:00:00;1678.3;1690.4;1642.9;1668.2;4.470618;ETHEUR
2023-05-19 00:00:00;1668.1;1687.0;1662.1;1673.5;3.769939;ETHEUR
2023-05-21 00:00:00;1667.1;1667.8;1660.1;1664.7;3.469898;ETHEUR
2023-05-22 00:00:00;1664.6;1687.6;1652.2;1677.9;45.03082;ETHEUR
2023-05-23 00:00:00;1677.9;1728.9;1676.0;1719.1;25.178998;ETHEUR
2023-05-24 00:00:00;1719.2;1719.3;1648.3;1671.0;4.34565;ETHEUR
2023-05-25 00:00:00;1671.0;1692.4;1637.5;1681.4;3.799548;ETHEUR
2023-05-26 00:00:00;1681.5;1714.3;1672.9;1708.1;1.874477;ETHEUR
2023-05-28 00:00:00;1726.0;1786.9;1725.6;1777.8;2.068889;ETHEUR
2023-05-29 00:00:00;1777.8;1795.7;1746.8;1765.7;4.707085;ETHEUR
2023-05-30 00:00:00;1765.7;1783.5;1753.7;1769.1;2.578133;ETHEUR
2023-05-31 00:00:00;1769.0;1777.2;1731.5;1749.9;5.151706;ETHEUR
2023-06-01 00:00:00;1750.0;1763.8;1719.7;1727.9;6.297661;ETHEUR
2023-06-02 00:00:00;1727.8;1781.7;1715.9;1776.0;8.105321;ETHEUR
2023-06-04 00:00:00;1774.2;1783.5;1759.8;1764.2;3.564005;ETHEUR
2023-06-05 00:00:00;1764.2;1765.8;1657.8;1688.3;10.74664;ETHEUR
2023-06-06 00:00:00;1688.4;1772.1;1680.4;1759.0;4.50467;ETHEUR
2023-06-07 00:00:00;1759.0;1769.7;1700.1;1709.1;6.850978;ETHEUR
2023-06-08 00:00:00;1709.1;1724.4;1704.7;1709.9;3.441992;ETHEUR
2023-06-09 00:00:00;1709.8;1720.3;1693.8;1706.0;3.422024;ETHEUR
2023-06-11 00:00:00;1641.8;1645.5;1619.5;1628.2;1.701594;ETHEUR
2023-06-12 00:00:00;1628.1;1631.1;1599.4;1616.4;12.028364;ETHEUR
2023-06-13 00:00:00;1616.5;1629.6;1595.3;1609.8;29.408921;ETHEUR
2023-06-14 00:00:00;1609.7;1616.7;1503.2;1520.2;9.362423;ETHEUR
2023-06-15 00:00:00;1520.1;1530.9;1489.0;1518.8;16.891253;ETHEUR
2023-06-16 00:00:00;1518.8;1576.1;1508.6;1574.8;8.379365;ETHEUR
2023-06-18 00:00:00;1577.6;1578.9;1563.6;1570.1;1.515293;ETHEUR
2023-06-19 00:00:00;1570.2;1600.3;1555.9;1587.2;6.371092;ETHEUR
2023-06-20 00:00:00;1587.2;1642.4;1569.8;1639.3;6.861639;ETHEUR
2023-06-21 00:00:00;1639.3;1730.1;1635.1;1716.5;15.397098;ETHEUR
2023-06-22 00:00:00;1716.4;1755.8;1700.4;1706.5;27.318521;ETHEUR
2023-06-23 00:00:00;1706.2;1776.3;1701.8;1747.3;9.441082;ETHEUR
2023-06-25 00:00:00;1733.3;1745.1;1732.7;1738.6;3.023182;ETHEUR
2023-06-26 00:00:00;1738.5;1746.3;1681.9;1701.4;27.38436;ETHEUR
2023-06-27 00:00:00;1701.3;1742.1;1697.6;1721.9;9.511428;ETHEUR
2023-06-28 00:00:00;1721.9;1722.5;1662.9;1671.5;14.686035;ETHEUR
2023-06-29 00:00:00;1671.4;1725.5;1671.2;1701.5;40.027767;ETHEUR
2023-06-30 00:00:00;1701.5;1780.8;1670.7;1762.2;43.852094;ETHEUR
2023-07-02 00:00:00;1755.4;1792.6;1753.2;1773.3;3.592208;ETHEUR
2023-07-03 00:00:00;1773.2;1812.4;1770.7;1789.2;28.357991;ETHEUR
2023-07-04 00:00:00;1789.3;1801.5;1772.3;1776.4;6.565649;ETHEUR
2023-07-05 00:00:00;1776.4;1783.0;1736.6;1757.6;23.182195;ETHEUR
2023-07-06 00:00:00;1757.6;1798.6;1692.7;1692.8;31.589008;ETHEUR
2023-07-07 00:00:00;1692.8;1718.2;1674.4;1697.8;34.972191;ETHEUR
2023-07-09 00:00:00;1703.6;1704.1;1689.6;1696.2;1.052241;ETHEUR
2023-07-10 00:00:00;1696.2;1729.7;1682.8;1706.1;6.432788;ETHEUR
2023-07-11 00:00:00;1706.2;1713.0;1691.5;1702.8;4.878096;ETHEUR
2023-07-12 00:00:00;1702.9;1716.5;1672.5;1677.3;11.329309;ETHEUR
2023-07-13 00:00:00;1677.2;1792.6;1669.4;1784.5;52.572905;ETHEUR
2023-07-14 00:00:00;1784.5;1805.1;1689.1;1702.6;14.366788;ETHEUR
2023-07-16 00:00:00;1712.4;1723.5;1705.3;1710.2;3.727279;ETHEUR
2023-07-17 00:00:00;1710.1;1722.3;1664.8;1698.4;24.784562;ETHEUR
2023-07-18 00:00:00;1698.5;1702.9;1671.5;1687.3;6.739651;ETHEUR
2023-07-19 00:00:00;1687.4;1710.4;1677.8;1682.9;5.833545;ETHEUR
2023-07-20 00:00:00;1683.0;1717.5;1677.7;1696.1;6.664931;ETHEUR
2023-07-21 00:00:00;1696.2;1709.7;1691.4;1699.6;3.183892;ETHEUR
2023-07-23 00:00:00;1698.1;1698.6;1682.6;1695.0;0.331532;ETHEUR
2023-07-24 00:00:00;1694.9;1695.8;1652.2;1668.7;19.171585;ETHEUR
2023-07-25 00:00:00;1668.6;1688.7;1662.5;1677.9;16.128381;ETHEUR
2023-07-26 00:00:00;1677.8;1699.4;1666.2;1686.5;14.188355;ETHEUR
2023-07-27 00:00:00;1686.6;1702.6;1676.7;1691.8;12.923897;ETHEUR
2023-07-28 00:00:00;1691.7;1702.8;1687.2;1699.2;29.791624;ETHEUR
2023-07-30 00:00:00;1686.7;1688.0;1678.7;1685.4;2.008995;ETHEUR
2023-07-31 00:00:00;1685.4;1699.5;1680.1;1684.4;15.409527;ETHEUR
2023-08-01 00:00:00;1684.4;1699.5;1651.2;1698.0;15.660134;ETHEUR
2023-08-02 00:00:00;1698.0;1705.0;1659.8;1677.4;3.085384;ETHEUR
2023-08-03 00:00:00;1677.4;1692.4;1667.5;1671.8;3.354728;ETHEUR
2023-08-04 00:00:00;1671.8;1677.2;1646.2;1650.3;2.348843;ETHEUR
